UDI,machine_id,timestamp,Product ID,Type,Air temperature [K],Process temperature [K],temp_diff,Rotational speed [rpm],Torque [Nm],power_w,Tool wear [min],Machine failure,failure_type,is_rnf_only
8367,7,2026-01-02 18:50:00,M23226,M,298.9,309.8,10.900000000000034,1836,22.8,4383.652725113054,18,0,NoFailure,False
8368,8,2026-01-02 18:50:00,L55547,L,298.9,309.8,10.900000000000034,1390,49.9,7263.466934854721,21,0,NoFailure,False
8369,9,2026-01-02 18:50:00,L55548,L,298.9,309.8,10.900000000000034,1534,42.1,6762.948393284796,23,0,NoFailure,False
8370,10,2026-01-02 18:50:00,L55549,L,298.8,309.7,10.899999999999977,1953,20.6,4213.064244023129,25,0,NoFailure,False
8371,11,2026-01-02 18:50:00,L55550,L,298.8,309.8,11.0,1634,33.6,5749.365883481609,27,0,NoFailure,False
8372,12,2026-01-02 18:50:00,L55551,L,298.7,309.7,11.0,1881,21.7,4274.419548547737,29,0,NoFailure,False
8373,13,2026-01-02 18:50:00,M23232,M,298.8,309.7,10.899999999999977,1448,44.8,6793.212402514377,31,0,NoFailure,False
8374,14,2026-01-02 18:50:00,M23233,M,298.7,309.7,11.0,1362,50.5,7202.729476885318,34,0,NoFailure,False
8375,15,2026-01-02 18:50:00,L55554,L,298.8,309.7,10.899999999999977,1225,63.4,8133.059781368376,37,0,NoFailure,False
8376,16,2026-01-02 18:50:00,M23235,M,298.8,309.6,10.800000000000011,1384,48.2,6985.72920032636,39,0,NoFailure,False
8377,17,2026-01-02 18:50:00,L55556,L,298.8,309.8,11.0,1334,49.3,6887.020359150568,42,0,NoFailure,False
8378,18,2026-01-02 18:50:00,L55557,L,298.8,309.7,10.899999999999977,1336,50.3,7037.251319845233,44,0,NoFailure,False
8379,19,2026-01-02 18:50:00,M23238,M,298.8,309.9,11.099999999999966,1331,61.6,8585.930834358856,46,0,NoFailure,False
8380,20,2026-01-02 18:50:00,L55559,L,298.8,309.9,11.099999999999966,1629,31.9,5441.772546768631,49,0,NoFailure,False
8381,1,2026-01-02 18:55:00,L55560,L,298.9,310.0,11.100000000000023,1776,25.7,4779.744726877655,51,0,NoFailure,False
8382,2,2026-01-02 18:55:00,H37795,H,298.8,310.0,11.199999999999989,1530,38.3,6136.472930256942,53,0,NoFailure,False
8383,3,2026-01-02 18:55:00,L55562,L,298.9,310.0,11.100000000000023,1719,27.3,4914.361972083978,58,0,NoFailure,False
8384,4,2026-01-02 18:55:00,M23243,M,298.8,309.9,11.099999999999966,1495,35.2,5510.772393416976,60,0,NoFailure,False
8385,5,2026-01-02 18:55:00,L55564,L,298.8,309.7,10.899999999999977,1450,43.1,6544.4610962031375,63,0,NoFailure,False
8386,6,2026-01-02 18:55:00,H37799,H,298.8,309.8,11.0,1563,38.8,6350.666717378695,65,0,NoFailure,False
8387,7,2026-01-02 18:55:00,M23246,M,298.9,309.9,11.0,1501,37.1,5831.539475324007,70,0,NoFailure,False
8388,8,2026-01-02 18:55:00,L55567,L,298.8,309.9,11.099999999999966,1351,47.2,6677.685568666368,73,0,NoFailure,False
8389,9,2026-01-02 18:55:00,L55568,L,298.9,309.9,11.0,1365,46.5,6646.824656832605,75,0,NoFailure,False
8390,10,2026-01-02 18:55:00,L55569,L,298.8,309.9,11.099999999999966,1525,39.7,6339.995774332003,77,0,NoFailure,False
8391,11,2026-01-02 18:55:00,M23250,M,298.8,309.8,11.0,1288,61.9,8349.012860376139,79,0,NoFailure,False
8392,12,2026-01-02 18:55:00,L55571,L,298.6,309.6,11.0,1423,42.7,6362.992232556279,82,0,NoFailure,False
8393,13,2026-01-02 18:55:00,M23252,M,298.5,309.6,11.100000000000023,1502,39.4,6197.189444275321,84,0,NoFailure,False
8394,14,2026-01-02 18:55:00,L55573,L,298.5,309.5,11.0,1428,43.5,6504.981748523025,87,0,NoFailure,False
8395,15,2026-01-02 18:55:00,M23254,M,298.6,309.5,10.899999999999977,1566,38.1,6248.062301312452,89,0,NoFailure,False
8396,16,2026-01-02 18:55:00,M23255,M,298.5,309.5,11.0,1483,44.8,6957.412978542003,92,0,NoFailure,False
8397,17,2026-01-02 18:55:00,H37810,H,298.6,309.6,11.0,1593,33.3,5555.058377857079,95,0,NoFailure,False
8398,18,2026-01-02 18:55:00,L55577,L,298.5,309.6,11.100000000000023,1724,26.4,4766.173046614146,100,0,NoFailure,False
8399,19,2026-01-02 18:55:00,L55578,L,298.5,309.7,11.199999999999989,2617,12.1,3316.0243496926105,102,1,PWF,False
8400,20,2026-01-02 18:55:00,L55579,L,298.6,309.7,11.099999999999966,1294,59.4,8049.137369615481,104,0,NoFailure,False
8401,1,2026-01-02 19:00:00,L55580,L,298.6,309.6,11.0,1533,40.7,6533.790153156444,106,0,NoFailure,False
8402,2,2026-01-02 19:00:00,H37815,H,298.5,309.4,10.899999999999977,1671,31.8,5564.577403597457,108,0,NoFailure,False
8403,3,2026-01-02 19:00:00,L55582,L,298.5,309.5,11.0,1370,52.4,7517.621780530135,113,0,NoFailure,False
8404,4,2026-01-02 19:00:00,L55583,L,298.5,309.6,11.100000000000023,1462,45.1,6904.822717520911,115,0,NoFailure,False
8405,5,2026-01-02 19:00:00,L55584,L,298.4,309.5,11.100000000000023,1545,36.6,5921.5879927514015,117,0,NoFailure,False
8406,6,2026-01-02 19:00:00,M23265,M,298.4,309.5,11.100000000000023,1484,41.7,6480.351662118882,119,0,NoFailure,False
8407,7,2026-01-02 19:00:00,M23266,M,298.4,309.5,11.100000000000023,1344,45.3,6375.6737949012695,122,0,NoFailure,False
8408,8,2026-01-02 19:00:00,L55587,L,298.4,309.5,11.100000000000023,1357,50.1,7119.4458556386535,125,0,NoFailure,False
8409,9,2026-01-02 19:00:00,M23268,M,298.5,309.6,11.100000000000023,1572,33.0,5432.44201658747,127,0,NoFailure,False
8410,10,2026-01-02 19:00:00,L55589,L,298.5,309.6,11.100000000000023,1861,26.9,5242.365189069776,130,0,NoFailure,False
8411,11,2026-01-02 19:00:00,L55590,L,298.5,309.5,11.0,1548,44.5,7213.7250511728835,132,0,NoFailure,False
8412,12,2026-01-02 19:00:00,L55591,L,298.6,309.8,11.199999999999989,1496,37.7,5906.110412944716,134,0,NoFailure,False
8413,13,2026-01-02 19:00:00,M23272,M,298.6,309.7,11.099999999999966,1314,49.7,6838.807383893478,136,0,NoFailure,False
8414,14,2026-01-02 19:00:00,M23273,M,298.6,309.7,11.099999999999966,1422,49.7,7400.901141473762,139,0,NoFailure,False
8415,15,2026-01-02 19:00:00,L55594,L,298.6,309.8,11.199999999999989,1842,20.1,3877.165157501308,142,0,NoFailure,False
8416,16,2026-01-02 19:00:00,M23275,M,298.7,309.9,11.199999999999989,1434,53.0,7958.910828604382,144,0,NoFailure,False
8417,17,2026-01-02 19:00:00,M23276,M,298.8,310.1,11.300000000000011,1585,31.3,5195.199411363881,147,0,NoFailure,False
8418,18,2026-01-02 19:00:00,H37831,H,298.8,310.1,11.300000000000011,1704,30.7,5478.183605623738,150,0,NoFailure,False
8419,19,2026-01-02 19:00:00,L55598,L,298.9,310.2,11.300000000000011,1971,23.2,4788.541186307706,155,0,NoFailure,False
8420,20,2026-01-02 19:00:00,L55599,L,299.0,310.3,11.300000000000011,1431,39.9,5979.173386091702,157,0,NoFailure,False
8421,1,2026-01-02 19:05:00,L55600,L,298.9,310.4,11.5,1546,37.7,6103.507151345274,159,0,NoFailure,False
8422,2,2026-01-02 19:05:00,L55601,L,298.9,310.3,11.400000000000034,1496,36.3,5686.785357822099,161,0,NoFailure,False
8423,3,2026-01-02 19:05:00,H37836,H,298.9,310.3,11.400000000000034,1243,63.0,8200.499303665438,163,0,NoFailure,False
8424,4,2026-01-02 19:05:00,L55603,L,299.0,310.4,11.399999999999977,1452,46.2,7024.852500839065,168,0,NoFailure,False
8425,5,2026-01-02 19:05:00,L55604,L,299.1,310.6,11.5,1380,44.7,6459.742814311334,170,0,NoFailure,False
8426,6,2026-01-02 19:05:00,L55605,L,299.2,310.6,11.400000000000034,1567,38.4,6301.280880864263,172,0,NoFailure,False
8427,7,2026-01-02 19:05:00,L55606,L,299.1,310.5,11.399999999999977,1628,35.9,6120.36703191954,174,0,NoFailure,False
8428,8,2026-01-02 19:05:00,L55607,L,299.1,310.4,11.299999999999955,1505,46.1,7265.508970079555,176,0,NoFailure,False
8429,9,2026-01-02 19:05:00,M23288,M,299.0,310.3,11.300000000000011,1827,28.0,5357.043792901315,178,0,NoFailure,False
8430,10,2026-01-02 19:05:00,L55609,L,299.0,310.3,11.300000000000011,1577,40.0,6605.7221529481385,181,0,NoFailure,False
8431,11,2026-01-02 19:05:00,L55610,L,298.9,310.2,11.300000000000011,1304,57.2,7810.92087066928,183,0,NoFailure,False
8432,12,2026-01-02 19:05:00,H37845,H,298.9,310.1,11.200000000000045,1324,54.6,7570.232985502253,185,0,NoFailure,False
8433,13,2026-01-02 19:05:00,L55612,L,298.8,310.0,11.199999999999989,1537,39.9,6422.075118394791,190,0,NoFailure,False
8434,14,2026-01-02 19:05:00,M23293,M,298.8,310.1,11.300000000000011,1501,48.7,7654.8779635654755,192,0,NoFailure,False
8435,15,2026-01-02 19:05:00,M23294,M,298.7,309.9,11.199999999999989,1654,29.1,5040.308421566392,195,0,NoFailure,False
8436,16,2026-01-02 19:05:00,M23295,M,298.7,310.0,11.300000000000011,1519,38.1,6060.540635819678,198,0,NoFailure,False
8437,17,2026-01-02 19:05:00,L55616,L,298.7,309.9,11.199999999999989,1371,51.3,7365.181233002447,201,0,NoFailure,False
8438,18,2026-01-02 19:05:00,L55617,L,298.7,309.8,11.100000000000023,1181,65.9,8150.11862947737,203,1,OSF,False
8439,19,2026-01-02 19:05:00,L55618,L,298.6,309.8,11.199999999999989,1469,42.8,6584.066107589392,205,0,NoFailure,False
8440,20,2026-01-02 19:05:00,L55619,L,298.6,309.8,11.199999999999989,1637,34.6,5931.347873928553,207,0,NoFailure,False
8441,1,2026-01-02 19:10:00,L55620,L,298.6,309.8,11.199999999999989,1370,56.0,8034.099612780297,0,0,NoFailure,False
8442,2,2026-01-02 19:10:00,L55621,L,298.6,309.9,11.299999999999955,1630,30.6,5223.21194585839,2,0,NoFailure,False
8443,3,2026-01-02 19:10:00,L55622,L,298.6,310.0,11.399999999999977,1517,39.0,6195.534872144432,4,0,NoFailure,False
8444,4,2026-01-02 19:10:00,M23303,M,298.6,309.9,11.299999999999955,1668,32.3,5641.923414728837,6,0,NoFailure,False
8445,5,2026-01-02 19:10:00,M23304,M,298.6,309.9,11.299999999999955,1818,24.9,4740.474818707783,9,0,NoFailure,False
8446,6,2026-01-02 19:10:00,M23305,M,298.6,310.0,11.399999999999977,1541,36.9,5954.668963393701,12,0,NoFailure,False
8447,7,2026-01-02 19:10:00,L55626,L,298.5,309.9,11.399999999999977,1482,42.1,6533.695905376838,15,0,NoFailure,False
8448,8,2026-01-02 19:10:00,L55627,L,298.6,310.1,11.5,1439,49.9,7519.517208097801,17,0,NoFailure,False
8449,9,2026-01-02 19:10:00,L55628,L,298.5,310.0,11.5,1492,41.2,6437.1652351075345,19,0,NoFailure,False
8450,10,2026-01-02 19:10:00,L55629,L,298.4,309.9,11.5,1725,27.8,5021.835856763284,21,0,NoFailure,False
8451,11,2026-01-02 19:10:00,L55630,L,298.4,310.0,11.600000000000023,1559,44.2,7216.007941834492,23,0,NoFailure,False
8452,12,2026-01-02 19:10:00,L55631,L,298.5,310.0,11.5,1435,42.5,6386.596065360251,25,0,NoFailure,False
8453,13,2026-01-02 19:10:00,M23312,M,298.6,310.0,11.399999999999977,1512,37.5,5937.6101152847095,27,0,NoFailure,False
8454,14,2026-01-02 19:10:00,L55633,L,298.6,309.9,11.299999999999955,1564,37.1,6076.300958965187,30,0,NoFailure,False
8455,15,2026-01-02 19:10:00,L55634,L,298.6,310.0,11.399999999999977,1522,40.3,6423.153731872522,32,0,NoFailure,False
8456,16,2026-01-02 19:10:00,L55635,L,298.6,309.9,11.299999999999955,1356,59.5,8448.999282564388,34,0,NoFailure,False
8457,17,2026-01-02 19:10:00,L55636,L,298.6,309.9,11.299999999999955,1556,38.6,6289.636044094958,36,0,NoFailure,False
8458,18,2026-01-02 19:10:00,L55637,L,298.6,309.9,11.299999999999955,1393,45.5,6637.295159116717,38,0,NoFailure,False
8459,19,2026-01-02 19:10:00,L55638,L,298.7,309.9,11.199999999999989,1753,26.8,4919.775983423664,40,0,NoFailure,False
8460,20,2026-01-02 19:10:00,L55639,L,298.7,309.9,11.199999999999989,1651,29.5,5100.323313225469,42,0,NoFailure,False
8461,1,2026-01-02 19:15:00,L55640,L,298.7,309.9,11.199999999999989,1372,54.7,7859.050070122275,44,0,NoFailure,False
8462,2,2026-01-02 19:15:00,L55641,L,298.7,309.9,11.199999999999989,1446,43.3,6556.692363601113,46,0,NoFailure,False
8463,3,2026-01-02 19:15:00,M23322,M,298.7,309.8,11.100000000000023,1501,44.7,7026.140553827038,48,0,NoFailure,False
8464,4,2026-01-02 19:15:00,M23323,M,298.7,309.9,11.199999999999989,1411,45.1,6663.956808770181,51,0,NoFailure,False
8465,5,2026-01-02 19:15:00,H37878,H,298.6,309.7,11.099999999999966,1672,27.5,4815.014340401957,54,0,NoFailure,False
8466,6,2026-01-02 19:15:00,M23325,M,298.7,309.8,11.100000000000023,1475,40.5,6255.696371460675,59,0,NoFailure,False
8467,7,2026-01-02 19:15:00,L55646,L,298.7,309.8,11.100000000000023,1469,38.4,5907.199498397959,62,0,NoFailure,False
8468,8,2026-01-02 19:15:00,L55647,L,298.6,309.8,11.199999999999989,1704,28.3,5049.921695086377,64,0,NoFailure,False
8469,9,2026-01-02 19:15:00,H37882,H,298.6,309.7,11.099999999999966,1463,39.1,5990.315568036435,66,0,NoFailure,False
8470,10,2026-01-02 19:15:00,M23329,M,298.6,309.7,11.099999999999966,1280,64.1,8592.046468057844,71,0,NoFailure,False
8471,11,2026-01-02 19:15:00,L55650,L,298.7,309.9,11.199999999999989,1464,38.0,5825.769416816912,74,0,NoFailure,False
8472,12,2026-01-02 19:15:00,L55651,L,298.6,309.8,11.199999999999989,1332,46.4,6472.183521219547,76,0,NoFailure,False
8473,13,2026-01-02 19:15:00,L55652,L,298.5,309.7,11.199999999999989,1634,37.8,6468.036618916809,78,0,NoFailure,False
8474,14,2026-01-02 19:15:00,M23333,M,298.6,309.8,11.199999999999989,1430,43.1,6454.192667289992,80,0,NoFailure,False
8475,15,2026-01-02 19:15:00,M23334,M,298.5,309.7,11.199999999999989,1523,44.6,7113.173142306986,83,0,NoFailure,False
8476,16,2026-01-02 19:15:00,M23335,M,298.5,309.7,11.199999999999989,1557,37.7,6146.934433793397,86,0,NoFailure,False
8477,17,2026-01-02 19:15:00,L55656,L,298.5,309.6,11.100000000000023,1585,32.2,5344.582142042076,89,0,NoFailure,False
8478,18,2026-01-02 19:15:00,H37891,H,298.5,309.6,11.100000000000023,1579,33.5,5539.308526687082,91,0,NoFailure,False
8479,19,2026-01-02 19:15:00,M23338,M,298.5,309.7,11.199999999999989,1354,60.8,8620.865344666776,96,0,NoFailure,False
8480,20,2026-01-02 19:15:00,L55659,L,298.6,309.7,11.099999999999966,1627,33.4,5690.6599887615275,99,0,NoFailure,False
8481,1,2026-01-02 19:20:00,L55660,L,298.4,309.6,11.200000000000045,1477,35.6,5506.290387897854,101,0,NoFailure,False
8482,2,2026-01-02 19:20:00,M23341,M,298.3,309.4,11.099999999999966,1595,29.0,4843.812273059863,103,0,NoFailure,False
8483,3,2026-01-02 19:20:00,L55662,L,298.4,309.5,11.100000000000023,1520,38.1,6064.530458489738,106,0,NoFailure,False
8484,4,2026-01-02 19:20:00,L55663,L,298.3,309.4,11.099999999999966,1618,31.5,5337.2517591836995,108,0,NoFailure,False
8485,5,2026-01-02 19:20:00,L55664,L,298.4,309.5,11.100000000000023,1397,50.3,7358.562944478884,110,0,NoFailure,False
8486,6,2026-01-02 19:20:00,L55665,L,298.4,309.5,11.100000000000023,1450,47.9,7273.31059183597,112,0,NoFailure,False
8487,7,2026-01-02 19:20:00,M23346,M,298.5,309.5,11.0,1501,40.2,6318.810967871295,114,0,NoFailure,False
8488,8,2026-01-02 19:20:00,L55667,L,298.4,309.4,11.0,1392,50.1,7303.071946240977,117,0,NoFailure,False
8489,9,2026-01-02 19:20:00,L55668,L,298.4,309.4,11.0,1385,43.2,6265.592388319485,119,0,NoFailure,False
8490,10,2026-01-02 19:20:00,L55669,L,298.4,309.4,11.0,1461,46.3,7083.694531240801,121,0,NoFailure,False
8491,11,2026-01-02 19:20:00,M23350,M,298.5,309.6,11.100000000000023,1364,58.7,8384.575689214775,123,0,NoFailure,False
8492,12,2026-01-02 19:20:00,L55671,L,298.5,309.5,11.0,1579,38.6,6382.606242690191,126,0,NoFailure,False
8493,13,2026-01-02 19:20:00,M23352,M,298.4,309.5,11.100000000000023,1514,38.8,6151.573518945197,128,0,NoFailure,False
8494,14,2026-01-02 19:20:00,M23353,M,298.3,309.5,11.199999999999989,1560,36.9,6028.087983708095,131,0,NoFailure,False
8495,15,2026-01-02 19:20:00,L55674,L,298.3,309.5,11.199999999999989,1542,36.7,5926.237549878714,134,0,NoFailure,False
8496,16,2026-01-02 19:20:00,L55675,L,298.3,309.4,11.099999999999966,1668,27.1,4733.626146722957,136,0,NoFailure,False
8497,17,2026-01-02 19:20:00,M23356,M,298.3,309.4,11.099999999999966,1816,22.6,4297.866301719028,138,0,NoFailure,False
8498,18,2026-01-02 19:20:00,M23357,M,298.3,309.4,11.099999999999966,1509,34.2,5404.356178264378,141,0,NoFailure,False
8499,19,2026-01-02 19:20:00,L55678,L,298.4,309.6,11.200000000000045,1479,37.8,5854.483573670723,144,0,NoFailure,False
8500,20,2026-01-02 19:20:00,L55679,L,298.4,309.6,11.200000000000045,1655,30.2,5233.998080635715,146,0,NoFailure,False
8501,1,2026-01-02 19:25:00,L55680,L,298.3,309.5,11.199999999999989,1711,30.3,5429.017680595057,148,0,NoFailure,False
8502,2,2026-01-02 19:25:00,L55681,L,298.4,309.7,11.300000000000011,1581,34.6,5728.4428764087015,150,0,NoFailure,False
8503,3,2026-01-02 19:25:00,H37916,H,298.6,309.8,11.199999999999989,1279,55.9,7487.054084010707,152,0,NoFailure,False
8504,4,2026-01-02 19:25:00,L55683,L,298.5,309.8,11.300000000000011,1468,40.9,6287.499761090517,157,0,NoFailure,False
8505,5,2026-01-02 19:25:00,L55684,L,298.4,309.7,11.300000000000011,1419,41.3,6137.069832861124,159,0,NoFailure,False
8506,6,2026-01-02 19:25:00,L55685,L,298.4,309.7,11.300000000000011,1530,38.6,6184.539297856867,161,0,NoFailure,False
8507,7,2026-01-02 19:25:00,L55686,L,298.4,309.6,11.200000000000045,1710,27.3,4888.6323282510775,163,1,NoFailure,False
8508,8,2026-01-02 19:25:00,L55687,L,298.4,309.7,11.300000000000011,1518,39.8,6326.790613211413,165,0,NoFailure,False
8509,9,2026-01-02 19:25:00,M23368,M,298.4,309.7,11.300000000000011,1679,33.3,5854.954812568761,167,0,NoFailure,False
8510,10,2026-01-02 19:25:00,M23369,M,298.4,309.7,11.300000000000011,1870,22.5,4406.083696659684,170,0,NoFailure,False
8511,11,2026-01-02 19:25:00,L55690,L,298.3,309.7,11.399999999999977,1484,44.3,6884.402365272576,173,0,NoFailure,False
8512,12,2026-01-02 19:25:00,L55691,L,298.4,309.7,11.300000000000011,1457,44.2,6743.889397853018,175,0,NoFailure,False
8513,13,2026-01-02 19:25:00,H37926,H,298.3,309.6,11.300000000000011,1546,36.2,5860.662039222782,177,0,NoFailure,False
8514,14,2026-01-02 19:25:00,M23373,M,298.2,309.5,11.300000000000011,1478,36.5,5649.316629440285,182,0,NoFailure,False
8515,15,2026-01-02 19:25:00,L55694,L,298.2,309.4,11.199999999999989,1447,47.1,7137.038774498756,185,0,NoFailure,False
8516,16,2026-01-02 19:25:00,L55695,L,298.2,309.4,11.199999999999989,1443,45.4,6860.421541350175,187,0,NoFailure,False
8517,17,2026-01-02 19:25:00,L55696,L,298.3,309.6,11.300000000000011,1527,30.9,4941.128341492562,189,0,NoFailure,False
8518,18,2026-01-02 19:25:00,M23377,M,298.3,309.6,11.300000000000011,1469,54.8,8430.065950838754,191,0,NoFailure,False
8519,19,2026-01-02 19:25:00,M23378,M,298.3,309.6,11.300000000000011,1681,27.1,4770.518916451612,194,0,NoFailure,False
8520,20,2026-01-02 19:25:00,L55699,L,298.3,309.6,11.300000000000011,1420,44.1,6557.760505103334,197,0,NoFailure,False
8521,1,2026-01-02 19:30:00,M23380,M,298.3,309.5,11.199999999999989,1543,49.9,8062.970849266787,199,0,NoFailure,False
8522,2,2026-01-02 19:30:00,L55701,L,298.4,309.5,11.100000000000023,1376,50.4,7262.356905450452,202,0,NoFailure,False
8523,3,2026-01-02 19:30:00,H37936,H,298.3,309.4,11.099999999999966,1631,29.8,5089.778033884919,0,0,NoFailure,False
8524,4,2026-01-02 19:30:00,H37937,H,298.3,309.3,11.0,1529,41.7,6676.858282600924,5,0,NoFailure,False
8525,5,2026-01-02 19:30:00,L55704,L,298.3,309.4,11.099999999999966,1468,46.2,7102.2613438235185,10,0,NoFailure,False
8526,6,2026-01-02 19:30:00,L55705,L,298.3,309.4,11.099999999999966,1378,52.3,7547.089919620807,12,0,NoFailure,False
8527,7,2026-01-02 19:30:00,L55706,L,298.3,309.3,11.0,1401,51.9,7614.3723622851885,14,0,NoFailure,False
8528,8,2026-01-02 19:30:00,L55707,L,298.4,309.3,10.900000000000034,1531,37.4,5996.190346298647,16,0,NoFailure,False
8529,9,2026-01-02 19:30:00,L55708,L,298.4,309.3,10.900000000000034,1512,35.8,5668.438456725135,18,0,NoFailure,False
8530,10,2026-01-02 19:30:00,M23389,M,298.5,309.4,10.899999999999977,1522,47.4,7554.7763496465905,20,0,NoFailure,False
8531,11,2026-01-02 19:30:00,M23390,M,298.5,309.3,10.800000000000011,1615,31.8,5378.0924636803675,23,0,NoFailure,False
8532,12,2026-01-02 19:30:00,L55711,L,298.6,309.3,10.699999999999989,1449,46.5,7055.860020329997,26,0,NoFailure,False
8533,13,2026-01-02 19:30:00,L55712,L,298.6,309.4,10.799999999999955,1315,55.5,7642.709528020569,28,0,NoFailure,False
8534,14,2026-01-02 19:30:00,M23393,M,298.6,309.4,10.799999999999955,1465,41.1,6305.3335353873945,30,0,NoFailure,False
8535,15,2026-01-02 19:30:00,M23394,M,298.6,309.5,10.899999999999977,1404,43.3,6366.2490169405,33,0,NoFailure,False
8536,16,2026-01-02 19:30:00,L55715,L,298.6,309.5,10.899999999999977,1547,44.8,7257.665460421092,36,0,NoFailure,False
8537,17,2026-01-02 19:30:00,M23396,M,298.6,309.5,10.899999999999977,1426,45.4,6779.598834348821,38,0,NoFailure,False
8538,18,2026-01-02 19:30:00,L55717,L,298.6,309.5,10.899999999999977,1730,30.2,5471.188325981744,41,0,NoFailure,False
8539,19,2026-01-02 19:30:00,L55718,L,298.5,309.4,10.899999999999977,1548,37.7,6111.403020881297,43,0,NoFailure,False
8540,20,2026-01-02 19:30:00,L55719,L,298.5,309.4,10.899999999999977,1517,40.2,6386.16671436426,45,0,NoFailure,False
8541,1,2026-01-02 19:35:00,L55720,L,298.6,309.5,10.899999999999977,1687,29.3,5176.203247785174,47,0,NoFailure,False
8542,2,2026-01-02 19:35:00,L55721,L,298.5,309.5,11.0,1738,25.2,4586.473946828811,49,0,NoFailure,False
8543,3,2026-01-02 19:35:00,H37956,H,298.4,309.4,11.0,1512,35.3,5589.270321854673,51,0,NoFailure,False
8544,4,2026-01-02 19:35:00,M23403,M,298.5,309.4,10.899999999999977,1365,48.7,6961.298081456944,56,0,NoFailure,False
8545,5,2026-01-02 19:35:00,H37958,H,298.5,309.4,10.899999999999977,2011,21.0,4422.419978458352,59,0,NoFailure,False
8546,6,2026-01-02 19:35:00,L55725,L,298.4,309.3,10.900000000000034,1806,27.6,5219.8190257925135,64,0,NoFailure,False
8547,7,2026-01-02 19:35:00,L55726,L,298.4,309.3,10.900000000000034,1716,28.4,5103.454433903547,66,0,NoFailure,False
8548,8,2026-01-02 19:35:00,M23407,M,298.4,309.4,11.0,1666,24.3,4239.453622313283,68,0,NoFailure,False
8549,9,2026-01-02 19:35:00,L55728,L,298.5,309.4,10.899999999999977,1578,36.3,5998.494180911279,71,0,NoFailure,False
8550,10,2026-01-02 19:35:00,L55729,L,298.3,309.3,11.0,1558,37.2,6069.305679323194,73,0,NoFailure,False
8551,11,2026-01-02 19:35:00,L55730,L,298.3,309.2,10.899999999999977,1456,45.5,6937.474337167221,75,0,NoFailure,False
8552,12,2026-01-02 19:35:00,M23411,M,298.2,309.1,10.900000000000034,1457,49.0,7476.25747725787,77,0,NoFailure,False
8553,13,2026-01-02 19:35:00,L55732,L,298.2,309.1,10.900000000000034,1467,44.5,6836.262693844069,80,0,NoFailure,False
8554,14,2026-01-02 19:35:00,M23413,M,298.1,309.0,10.899999999999977,1661,38.2,6644.489406293437,82,0,NoFailure,False
8555,15,2026-01-02 19:35:00,L55734,L,298.1,309.0,10.899999999999977,1592,33.9,5651.599520101894,85,0,NoFailure,False
8556,16,2026-01-02 19:35:00,L55735,L,298.2,309.0,10.800000000000011,1596,37.2,6217.337525160345,87,0,NoFailure,False
8557,17,2026-01-02 19:35:00,L55736,L,298.2,309.0,10.800000000000011,1489,40.6,6330.6652441508395,89,0,NoFailure,False
8558,18,2026-01-02 19:35:00,L55737,L,298.3,309.0,10.699999999999989,1471,48.3,7440.265297423242,91,0,NoFailure,False
8559,19,2026-01-02 19:35:00,M23418,M,298.3,309.0,10.699999999999989,1505,41.3,6509.013459095132,93,0,NoFailure,False
8560,20,2026-01-02 19:35:00,L55739,L,298.3,309.0,10.699999999999989,1519,40.0,6362.772321070528,96,0,NoFailure,False
8561,1,2026-01-02 19:40:00,L55740,L,298.3,309.0,10.699999999999989,1408,45.4,6694.021850465035,98,0,NoFailure,False
8562,2,2026-01-02 19:40:00,L55741,L,298.2,308.9,10.699999999999989,1332,44.4,6193.210093580774,100,0,NoFailure,False
8563,3,2026-01-02 19:40:00,L55742,L,298.1,308.9,10.799999999999955,1351,52.4,7413.362792333001,102,0,NoFailure,False
8564,4,2026-01-02 19:40:00,L55743,L,298.0,308.9,10.899999999999977,1500,36.7,5764.822519337271,104,0,NoFailure,False
8565,5,2026-01-02 19:40:00,M23424,M,298.0,308.7,10.699999999999989,1614,30.7,5188.842922228118,106,0,NoFailure,False
8566,6,2026-01-02 19:40:00,L55745,L,298.0,308.8,10.800000000000011,1489,36.5,5691.3616111208285,109,0,NoFailure,False
8567,7,2026-01-02 19:40:00,M23426,M,297.9,308.7,10.800000000000011,1751,26.6,4877.490146306345,111,0,NoFailure,False
8568,8,2026-01-02 19:40:00,L55747,L,298.0,308.7,10.699999999999989,1511,45.8,7247.00498934991,114,0,NoFailure,False
8569,9,2026-01-02 19:40:00,L55748,L,297.9,308.6,10.700000000000045,1691,29.6,5241.600734857403,116,0,NoFailure,False
8570,10,2026-01-02 19:40:00,L55749,L,297.9,308.6,10.700000000000045,1757,27.5,5059.796767994161,118,0,NoFailure,False
8571,11,2026-01-02 19:40:00,H37984,H,297.9,308.7,10.800000000000011,1545,35.9,5808.333577589489,120,0,NoFailure,False
8572,12,2026-01-02 19:40:00,L55751,L,297.9,308.6,10.700000000000045,2262,15.7,3718.954551466525,125,0,NoFailure,False
8573,13,2026-01-02 19:40:00,M23432,M,297.7,308.5,10.800000000000011,1559,35.2,5746.685057750546,127,0,NoFailure,False
8574,14,2026-01-02 19:40:00,L55753,L,297.6,308.4,10.799999999999955,1626,32.4,5516.888027115963,130,0,NoFailure,False
8575,15,2026-01-02 19:40:00,L55754,L,297.6,308.3,10.699999999999989,1424,53.9,8037.618196552319,132,0,NoFailure,False
